user_id,review_count,skin_type,age,rating,review,morphed_review
홍시a,49,건성,26,5,"원플원할때 쟁입니다.
제 기준 눈에들어가도 안따갑고 세정력 굳
전 이걸로 베이스메이크업도 지워요
용량 크고 저렴해서 그러는듯..ㅎ",원/NNB 프/VX ㄹ/ETM 원/NNB 하/XSA ㄹ/ETM 때/NNG 기준/NNG 눈/NNG 에/JKB 들어가/VV 아도/EC 안/MAG 따갑/VA 고/EC 세/MM 정력/NNG 이/MM 것/NNB 로/JKB 베이스/NNG 메이크업/NNG 도/JX 지우/VV 어요/EC 용량/NNG 크/VA 고/EC 저렴/XR 하/XSA 아서/EC 그러는듯..ㅎ/NA 
바이비,6,복합성,22,5,자꾸 원플원 놓쳐서 다른 제품으로 갈아탓었는데 이 제품이 너무 그리워요 ㅠ 눈화장도 쉽게 지워지고 저한텐 별 따가움이 전혀 없었어요,자꾸/MAG 원/NNB 프/VX ㄹ/ETM 원/NNB 놓치/VV 어서/EC 다른/MM 제품/NNG 으로/JKB 갈/VV 아/EC 타/VV 앗/EC 었/EP 는데/EC 이/MM 제품/NNG 이/JKS 너무/MAG 그립/VA 어요/EC ㅠ/NA 눈/NNG 화장/NNG 도/JX 쉽/VA 게/EC 지우/VV 어/EC 지/VX 고/EC 저/NP 한테/JKB ㄴ/JX 별/MM 따갑/VA ㅁ/ETN 이/JKS 전혀/MAG 없/VA 었/EP 어요/EC 
superose,47,건성,27,5,"1+1하면 대용량으로 항상 쟁여두는 템 이때까지 몇통이나 쓴지 모른다 눈에 들어가도 따갑지 않고 순하면서 잘 지워진당 다른거 쓰다가도 항상 돌아오는 템
존좋임!!!!",1/SN +/SW 1/SN 하/VV 면/EC 대용량/NNG 으로/JKB 항상/MAG 쟁여두는/NA 템/NA 이때/NNG 까지/JX 몇/MM 통/NNB 이나/JX 쓰/VV ㄴ지/EC 모르/VV ㄴ다/EC 눈/NNG 에/JKB 들어가/VV 아도/EC 따갑/VA 지/EC 않/VX 고/EC 순하/VA 면서/EC 잘/MAG 지우/VV 어/EC 지/VX ㄴ/ETM 당/NNG 다른/MM 거/NNB 쓰/VV 다가/EC 도/JX 항상/MAG 돌아오/VV 는/ETM 
백푸,93,복합성,14,2,잘 지워지는데 눈 들어가면 진짜 너무 세상 아픔,잘/MAG 지우/VV 어/EC 지/VX 는데/EC 눈/NNG 들어가/VV 면/EC 진짜/MAG 너무/MAG 세상/NNG 아픔/NNG 
Sia53,30,중성,25,5,"20살 화장을 처음 시작했을 때부터 사용한 립앤아이리무버입니다!
피부가 예민한 편은 아니지만 순한 제품을 선호하는 편이라서 애용합니다!
친구집이나 언니 집에 있는 리무버들을 쓸때는 따끔 따끔할 때도 있는데 뽀오얀 리무버는 순해서 따끔하지 않아서 좋고 화장도 잘 지워지는 편입니다!",20/SN 살/NNB 화장/NNG 을/JKO 처음/NNG 시작/NNG 하/XSV 았/EP 을/ETM 때/NNG 부터/JX 사용/NNG 하/XSV ㄴ/ETM 립/NNG 앤/NNG 아이/NNG 리무버/NNG 이/VCP ㅂ니다/EF !/SF 피부/NNG 가/JKS 예민/XR 하/XSA ㄴ/ETM 편/NNB 은/JX 아니/VCN 지만/EC 순하/VA ㄴ/ETM 제품/NNG 을/JKO 선호/NNG 하/XSV 는/ETM 편/NNB 이/VCP 라서/EC 애용/NNG 하/XSV ㅂ니다/EF !/SF 친구/NNG 집/NNG 이나/JC 언니/NNG 집/NNG 에/JKB 있/VV 는/ETM 리무버/NNG 들/XSN 을/JKO 쓰/VV ㄹ/ETM 때/NNG 는/JX 따끔/XR 따끔/XR 하/XSA ㄹ/ETM 때/NNG 도/JX 있/VV 는데/EC 뽀/VV 오/EP 아야/EC 하/VX ㄴ/ETM 리무버/NNG 는/JX 순/NNG 하/XSV 아서/EC 따끔/XR 하/XSA 지/EC 않/VX 아서/EC 좋/VA 고/EC 화장/NNG 도/JX 잘/MAG 지우/VV 어/EC 지/VX 는/ETM 편/NNB 이/VCP ㅂ니다/EF !/SF 
뭐라,142,중성,36,4,무난무난하게 잘 쓴 제품.,무난/XR 무난/XR 하/XSA 게/EC 잘/MAG 쓰/VV ㄴ/ETM 제품/NNG ./SF 
얀얀지,21,중성,24,4,굳이 다른 아이리무버로 갈아탈 필요성을 못느껴서 몇년째 쓰고있는 리무버. 발효제품에 알러지가 있는 사람들은 x,굳이/MAG 다른/MM 아이/NNG 리무버/NNG 로/JKB 갈아타/VV ㄹ/ETM 필요/NNG 성/XSN 을/JKO 못/MAG 느끼/VV 어서/EC 몇/MM 년/NNB 째/XSN 쓰/VV 고/EC 있/VX 는/ETM 리무버/NNG ./SF 발효/NNG 제품/NNG 에/JKB 알러지/NNP 가/JKS 있/VV 는/ETM 사람/NNG 들/XSN 은/JX x/SL 
thepresent,62,복합성,21,5,"엄청나게 좋아요ㅠㅠ 원쁠원할 때 사두세요!
잘 지워지고 순해요 대용량이라 오래 쓸 수 있고 앵간한 좋은 점은 다 가지고 있어요 딱히 나쁜 점은 없었어요",엄청나/VA 게/EC 좋아요ㅠㅠ/NA 원쁠원할/NA 때/NNG 사/VV 아/EC 두/VX 시/EP 어요/EF !/SF 잘/MAG 지우/VV 어/EC 지/VX 고/EC 순/NNG 하/XSV 아요/EC 대용량/NNG 이/VCP 라/EC 오래/MAG 쓰/VV ㄹ/ETM 수/NNB 있/VV 고/EC 앵/NNG 간/NNG 하/XSV ㄴ/ETM 좋/VA 은/ETM 점/NNB 은/JX 다/MAG 가지/VV 고/EC 있/VV 어요/EC 딱히/MAG 나쁘/VA ㄴ/ETM 점/NNB 은/JX 없/VA 었/EP 어요/EC 
기름부자ㅏ,14,복합성,22,5,"이거 순해서 많이 묻혀서 지워도 눈 아프거나 따가운거 전혀 없어요
1+1 할때 6개씩 사서 쓰는데 벌써 8통 썼어요
가성비 좋고 잘 지워져요
저 키스미 마스카라 워터프루프로 쓰는데 잘만 지워집니다 말 다한거 아니겠습니까^^7",이것/NP 순/NNG 하/XSV 아서/EC 많이/MAG 묻히/VV 어서/EC 지우/VV 어도/EC 눈/NNG 아프/VA 거나/EC 따갑/VA ㄴ/ETM 거/NNB 전혀/MAG 없/VA 어요/EC 1/SN +/SW 1/SN 하/VV ㄹ/ETM 때/NNG 6/SN 개/NNB 씩/XSN 사/VV 아서/EC 쓰/VV 는데/EC 벌써/MAG 8/SN 통/NNB 쓰/VV 었/EP 어요/EC 가/XPN 성비/NNG 좋/VA 고/EC 잘/MAG 지우/VV 어/EC 지/VX 어요/EC 저/MM 키스/NNG 미/NNG 마스카라/NNG 워터/NNG 프루프/NNP 로/JKB 쓰/VV 는데/EC 잘/MAG 만/JX 지우/VV 어/EC 지/VX ㅂ니다/EC 말/NNG 다/MAG 하/XSV ㄴ/ETM 거/NNB 아니/VCN 겠/EP 습니까/EC ^/SW ^/SW 7/SN 
브르므브,29,지성,22,4,"원플러스원 할 때 대용량으로 사두는데
에뛰드 컬픽스마스카라도 잘 지워지고 좋아요!",원/NNB 플러스/NNG 원/NNB 하/VV ㄹ/ETM 때/NNG 대용량/NNG 으로/JKB 사/VV 아/EC 두/VX 는데/EC 에뛰드/NNP 컬/NNG 픽스/NNP 마스카라/NNG 도/JX 잘/MAG 지우/VV 어/EC 지/VX 고/EC 좋/VA 아요/EF !/SF 
턱살쟁이,57,건성,21,4,가성비 굿. 효과 굿. 굿굿,가/XPN 성비/NNG 굿/NNG ./SF 효과/NNG 굿/NNG ./SF 굿/NNG 굿/NNG 
Jaguar,107,복합성,23,5,"진짜 오랫동안 써 온 제품인데 대용량으로 4통 정도 쓴거같아요 
정말 순하고 잘 지워져요!
오일층이랑 분리되어 있어서 사용전에 흔들고 사용해야되요!
저는 눈시림 같은 것도 없었고 지금도 하나 쟁여둔 상태입니다 진짜 강추!!!",진짜/MAG 오랫동안/NNG 쓰/VV 어/EC 오/VV ㄴ/ETM 제품/NNG 이/VCP ㄴ데/EC 대용량/NNG 으로/JKB 4/SN 통/NNB 정도/NNG 쓰/VV ㄴ/ETM 거/NNB 같/VA 아요/EC 정말/MAG 순하/VA 고/EC 잘/MAG 지우/VV 어/EC 지/VX 어요/EF !/SF 오일/NNG 층/XSN 이랑/JC 분리/NNG 되/XSV 어/EC 있/VV 어서/EC 사용/NNG 전/NNG 에/JKB 흔들/VV 고/EC 사용/NNG 하/XSV 아야/EC 되/VV 요/EF !/SF 저/NP 는/JX 눈/NNG 시림/NNP 같/VA 은/ETM 것/NNB 도/JX 없/VA 었/EP 고/EC 지금/NNG 도/JX 하나/NR 쟁여둔/NA 상태/NNG 이/VCP ㅂ니다/EC 진짜/MAG 강/NNG 추/NNG !/SF !/SF !/SF 
율무탄,27,건성,36,4,"오랫동안 사용해온 리무버!!!
순하고 냄새도 자극적이지 않고 지워지기도 잘 지워집니다.",오랫동안/NNG 사용/NNG 하/XSV 아/EC 오/VX ㄴ/ETM 리무버/NNG !/SF !/SF !/SF 순/NNG 하/XSV 고/EC 냄새/NNG 도/JX 자극/NNG 적/XSN 이/VCP 지/EC 않/VX 고/EC 지우/VV 어/EC 지/VX 기/ETN 도/JX 잘/MAG 지우/VV 어/EC 지/VX ㅂ니다/EF ./SF 
또깡2,45,복합성,23,4,이 제품도 잘 지워지는 편이에요 순하기도 하구!,이/MM 제품/NNG 도/JX 잘/MAG 지우/VV 어/EC 지/VX 는/ETM 편/NNB 이/VCP 에요/EC 순/NNG 하/XSV 기/ETN 도/JX 하/VX 구/EF !/SF 
jjss,32,중성,30,4,양조절 잘못해서 눈에 들어가면 뿌해진다. 눈이 따갑거나 하지는 않고. 이부분만 제외하면 좋다. 많이 오일리한 제품이라 산뜻한 사용감을 원하는 사람에게는 비추. 난 산뜻보다는 오일리한걸 좋아해서 다른 리무버 사용하다가도 이 제품으로 돌아오게된다 몇통을 쓰다 지겨워서 다른 제품 기웃기웃 하다 다시 컴백홈.,양/NNG 조절/NNG 잘못/NNG 하/XSV 아서/EC 눈/NNG 에/JKB 들어가/VV 면/EC 뿌해진다./NA 눈/NNG 이/JKS 따갑/VA 거나/EC 하/VV 지/EC 는/JX 않/VX 시/EP 고/EF ./SF 이/MM 부분/NNG 만/JX 제외/NNG 하/XSV 면/EC 좋/VA 다/EF ./SF 많이/MAG 오일/NNG 리/NNG 하/XSV ㄴ/ETM 제품/NNG 이/VCP 라/EC 산뜻/XR 하/XSA ㄴ/ETM 사용/NNG 감/NNG 을/JKO 원하/VV 는/ETM 사람/NNG 에게/JKB 는/JX 비/XPN 추/NNG ./SF 나/VV ㄴ/ETM 산/NNG 뜻/NNG 보다/JKB 는/JX 오일/NNG 리/NNG 하/XSV ㄴ걸/EC 좋아하/VV 아서/EC 다른/MM 리무버/NNG 사용/NNG 하/XSV 다가/EC 도/JX 이/MM 제품/NNG 으로/JKB 돌아오/VV 게/EC 되/VV ㄴ다/EC 몇/MM 통/NNB 을/JKO 쓰/VV 다/EC 지겹/VA 어서/EC 다른/MM 제품/NNG 기웃/MAG 기웃/MAG 하/VV 다/EC 다시/MAG 컴백홈/NNP ./SF 
이지효나,74,건성,27,5,"립앤아이리무버! 정말 순하고 잘 지워진다. 
눈에 자극이 전혀 없고 솜에 좀만 묻혀도 바로 스윽 지워짐. 역시 bbbbb",립/NNG 앤/NNG 아이/NNG 리무버/NNG !/SF 정말/MAG 순하/VA 고/EC 잘/MAG 지우/VV 어/EC 지/VX ㄴ다/EF ./SF 눈/NNG 에/JKB 자극/NNG 이/JKS 전혀/MAG 없/VA 고/EC 솜/NNG 에/JKB 좀/MAG 만/JX 묻히/VV 어도/EC 바로/MAG 스윽/NA 지우/VV 어/EC 지/VX ㅁ/ETN ./SF 역시/MAJ bbbbb/SL 
바밤바라테,43,건성,22,4,"할인할때 대용량으로 샀습니다. 세일할때 쟁여두시면 좋을거같아요.
마스카라같은거 가끔 깨끗하게 안지워지기도하는데 두번정도씩 닦으면 잘지워져요! 향도 거의 안나서 쓰기 좋습니닷!",할인/NNG 하/XSV ㄹ/ETM 때/NNG 대용량/NNG 으로/JKB 사/VV 았/EP 습니다/EF ./SF 세일/NNG 하/XSV ㄹ/ETM 때/NNG 쟁여두시면/NA 좋/VA 을/ETM 거/NNB 같/VA 아요/EF ./SF 마스카라/NNG 같/VA 은/ETM 거/NNB 가끔/MAG 깨끗/XR 하/XSA 게/EC 안/MAG 지우/VV 어/EC 지/VX 기/ETN 도/JX 하/VV 는데/EC 두/MM 번/NNB 정도/NNG 씩/XSN 닦/VV 으면/EC 잘/MAG 지우/VV 어/EC 지/VX 어요/EF !/SF 향도/NNG 거의/MAG 안/MAG 나서/VV 어/EC 쓰/VV 기/ETN 좋습니닷!/NA 
찌동,69,중성,16,3,엄마가 쓰셔서 한번 썻는뎅 좀 미끌미끌래서 느낌은 별로지만 그래도 잘 사용하고 있습니다~~#,엄마/NNG 가/JKS 쓰/VV 시/EP 어서/EC 한/MM 번/NNB 썻는뎅/NA 좀/MAG 미끌미끌/MAG 래/NNG 서/JKB 느낌/NNG 은/JX 별로/MAG 이/VCP 지만/EC 그래도/MAJ 잘/MAG 사용/NNG 하/XSV 고/EC 있/VV 습니다/EC ~/SO ~/SO #/SW 
룰루보라,22,복합성,22,5,1+1 세일할 때 쟁여놨는데 클렌징도 잘 되고 사용하면서 제품도 순한 것 같다는 느낌 많이 받았어요 ! 다 쓰면 재구매 할거에요 ~,1/SN +/SW 1/SN 세일/NNG 하/XSV ㄹ/ETM 때/NNG 쟁여놨는데/NA 클렌징/NNG 도/JX 잘/MAG 되/VV 고/EC 사용/NNG 하/XSV 면서/EC 제품/NNG 도/JX 순하/VA ㄴ/ETM 것/NNB 같/VA 다는/ETM 느낌/NNG 많이/MAG 받/VV 았/EP 어요/EC !/SF 다/MAG 쓰/VV 면/EC 재/XPN 구매/NNG 할거/NNG 에/JKB 요/JX ~/SO 
아안뇽,106,지성,24,5,"완전 추천!! 전 좋게 썼는데 생각보다 낮은 순위에 있네용ㅠㅠ
정말 잘 지워지고 순해서 눈 하나도 안시렵고 안매웠어요!!ㅎㅎ
대용량 1+1 많이 하니깐 쟁여놓고 쓰기 딱이예요!!",완전/NNG 추천/NNG !/SF !/SF 전/MM 좋/VA 게/EC 쓰/VV 었/EP 는데/EC 생각/NNG 보다/JKB 낮/VA 은/ETM 순위/NNG 에/JKB 잘/MAG 지우/VV 어/EC 지/VX 고/EC 순/NNG 하/XSV 아서/EC 눈/NNG 하나/NR 도/JX 안/MAG 시렵/VA 고/EC 1/SN +/SW 1/SN 많이/MAG 하/VV 니깐/EC 쟁여놓고/NA 쓰/VV 기/ETN 딱/MAG 이/VCP 예요/EF !/SF !/SF 
yulyulhh,41,건성,28,5,너무순해서 마음에 들어요,너무/MAG 순/NNG 하/XSV 아서/EC 마음/NNG 에/JKB 들/VV 어요/EC 
쀼뀨닝,42,지성,21,2,저한테는 눈이 따갑고 너무 오일리한 제품이었어요. 가벼운 립앤아이리무버 찾는 분들한테는 안 맞을 것 같아요!,저/NP 한테/JKB 는/JX 눈/NNG 이/JKS 따갑/VA 고/EC 너무/MAG 오일/NNG 리/NNG 하/XSV ㄴ/ETM 제품/NNG 이/VCP 었/EP 어요/EF ./SF 가볍/VA ㄴ/ETM 립/NNG 앤/NNG 아이/NNG 리무버/NNG 찾/VV 는/ETM 분/NNB 들/XSN 한테/JKB 는/JX 안/MAG 맞/VV 을/ETM 것/NNB 같/VA 아요/EF !/SF 
wgg101,25,민감성,23,4,"마스카라 리무버를 따로써서 세정력은 잘 모르겠는데 확실히 순함
어떤 리무버들은 눈에들어가면 따갑고 조금비비면 살도 아프고 바로 건조해져서 눈주변뻑뻑해지고 하는데 이건안그래용 향도 좋음 나순해!!! 하는향",마스카라/NNG 리무버/NNG 를/JKO 따로/MAG 쓰/VV 어서/EC 세/MM 정력/NNG 은/JX 잘/MAG 모르/VV 겠/EP 는데/EC 확실히/MAG 순함/NNG 어떤/MM 리무버/NNG 들/XSN 은/JX 눈/NNG 에/JKB 들어가/VV 면/EC 따갑/VA 고/EC 조금/MAG 비비/VV 면/EC 살/NNB 도/JX 아프/VA 고/EC 바로/MAG 건조/NNG 하/XSV 아/EC 지/VX 어서/EC 눈/NNG 주변/NNG 뻑/MAG 뻑/MAG 하/XSV 아/EC 지/VX 고/EC 하/VV 는데/EC 이/MM 건안/NNP 그래용/NNP 향도/NNG 좋/VA 음/ETN 나/NP 순/NNG 하/XSV 아/EF !/SF !/SF !/SF 하/VV 는/ETM 향/NNG 
이지밍,44,민감성,18,3,흔들어서 면봉이나 화장솜에 묻혀서 아이/립 지우고 다시 클렌징워터로 닦아내는데 무난하게 잘 지우는 거 같아요! 크게 트러블 생기거나 그런 것도 없었고 가격도 저렴해요,흔들/VV 어서/EC 면봉/NNG 이나/JC 화장/NNG 솜/NNG 에/JKB 묻히/VV 어서/EC 아이/NNG //SP 립/NNG 지우/VV 고/EC 다시/MAG 클렌징/NNG 워터/NNG 로/JKB 닦/VV 아/EC 내/VX 는데/EC 무난/XR 하/XSA 게/EC 잘/MAG 지우/VV 는/ETM 거/NNB 같/VA 아요/EF !/SF 크/VA 게/EC 트러블/NNP 생기/VV 거나/EC 그런/MM 것/NNB 도/JX 없/VA 었/EP 고/EC 가격/NNG 도/JX 저렴/XR 하/XSA 어요/EC 
밍디야,66,건성,23,4,"비슷한 가격대 제품중엔 괜찮은 것 같고 굳이 포인트리무버 비싼거 쓸 필요 못느껴서 저는 몇년째 이걸로 정착중이에요 딱히 단점이 없어서..? 근데 솔직히 립앤아이리무버는
거기서 거기같아요 이거 눈에들어가면 따갑긴한데 세정력 좋음 그리고 닦은직후 건조하긴 한듯해요",비슷/XR 하/XSA ㄴ/ETM 가격/NNG 대/XSN 제품/NNG 중/NNB 에/JKB ㄴ/JX 괜찮/VA 은/ETM 것/NNB 같/VA 고/EC 굳이/MAG 포인트/NNG 리무버/NNG 비싸/VA ㄴ/ETM 거/NNB 쓰/VV ㄹ/ETM 필요/NNG 못/MAG 느끼/VV 어서/EC 저/NP 는/JX 몇/MM 년/NNB 째/XSN 이/MM 것/NNB 로/JKB 정착/NNG 중/NNB 이/VCP 에요/EC 딱히/MAG 단점/NNG 이/JKS 없/VA 어서/EC ../SE ?/SF 근데/MAJ 솔직히/MAG 거기/NP 같/VA 아요/EC 이것/NP 눈/NNG 에/JKB 들어가/VV 면/EC 따갑/VA 기/ETN ㄴ/JX 하/VV ㄴ데/EC 세/MM 정력/NNG 좋/VA 음/ETN 그리고/MAJ 닦/VV 은/ETM 직후/NNG 건조/NNG 하/XSV 기/ETN ㄴ/JX 한/MM 듯/NNB 하/XSA 어요/EC 
동굥숭,42,복합성,18,4,리무버 처음 이걸로 입문해서 몇통째라 다음에는 다른 걸로 바꿀까 생각중인데 키스미같은 마스카라도 잘지워지는것 같아 좋은 제품인거 같아요 !,리무버/NNG 처음/NNG 이/MM 것/NNB 로/JKB 입문/NNG 하/XSV 아서/EC 몇/MM 통째/NNG 이/VCP 라/EC 다음/NNG 에/JKB 는/JX 다른/MM 것/NNB 로/JKB 바꾸/VV ㄹ까/EC 생각/NNG 중/NNB 이/VCP ㄴ데/EC 키스/NNG 미/NNG 같/VA 은/ETM 마스카라/NNG 도/JX 잘/MAG 지우/VV 어/EC 지/VX 는/ETM 것/NNB 같/VA 아/EC 좋/VA 은/ETM 제품/NNG 이/VCP ㄴ/ETM 거/NNB 같/VA 아요/EC !/SF 
mus12311,46,복합성,22,2,눈에 잘 들어가여... 용량 잘못 조절하면 ㅜㅜ 그래서 뭔가 손이 잘 가지는 않아여..,눈/NNG 에/JKB 잘/MAG 들어가/VV 아/EC 이/VCP 어/EC .../SE 용량/NNG 잘못/MAG 조절/NNG 하/XSV 면/EC ㅜㅜ/NA 그래서/MAJ 뭐/NP ㄴ가/EC 손/NNG 이/JKS 잘/MAG 가지/VV 는/ETM 않/VX 아/EC 이/VCP 어/EF ./SF ./SF 
현정95,51,건성,24,3,"막 엄청 순하다고 할 수는 없는 제품! 
그래도 제 역할은 잘 하는 아이!
키스미 마스카라같은 엄청 잘 안지워지는 마스카라도 잘 지워주지만 가끔 잘 못하여 눈에 들어가면 따갑기는 다른 제품들과 마찬가지인 것 같당 ㅠㅠㅠㅠ다른 리무버를 많이는 안 써 봤지만 그래도 나름 만족은 하지만 막 추천 할 정도는 아닌 것 같당!!",막/MAG 엄청/MAG 순하/VA 다고/EC 하/VV ㄹ/ETM 수/NNB 는/JX 없/VA 는/ETM 제품/NNG !/SF 그래도/MAJ 제/XPN 역할/NNG 은/JX 잘/MAG 하/VV 는/ETM 아이/NNG !/SF 키스/NNG 미/NNG 마스카라/NNG 같/VA 은/ETM 엄청/MAG 잘/MAG 안/MAG 지우/VV 어/EC 지/VX 는/ETM 마스카라/NNG 도/JX 잘/MAG 지우/VV 어/EC 주/VX 지만/EC 가끔/MAG 잘/MAG 못하/VX 아/EC 눈/NNG 에/JKB 들어가/VV 면/EC 따갑/VA 기/ETN 는/JX 다른/MM 제품/NNG 들/XSN 과/JC 마찬가지/NNG 이/VCP ㄴ/ETM 것/NNB 같/VA 다고/EC 항/NNG ㅠㅠㅠㅠ다른/NA 리무버/NNG 를/JKO 많이/MAG 는/JX 안/MAG 쓰/VV 어/EC 보/VV 았/EP 지만/EC 그래도/MAJ 나름/NNB 만족/NNG 은/JX 하지만/MAJ 막/MAG 추천/NNG 하/VV ㄹ/ETM 정도/NNG 는/JX 아니/VCN ㄴ/ETM 것/NNB 같/VA 다고/EC 항/NNG !/SF !/SF 
오리리링링,117,복합성,22,2,어후ㅡ... 눈넘아픔,어후ㅡ.../NA 눈/NNG 넘/NNG 아픔/NNG 
야꿍ovo,77,복합성,21,2,"제 피부가 예민하고 민감한편은 아닌데 이 라인 제품을 사용하면 피부가 많이 따가워요ㅠㅠ
이번에 여행가서 친구껄로 사용해 보았는데 밤에 사용했을 때부터 따갑던게 아침까지 지속되었네요
특히 눈 주위에 사용하는 거라 더욱 조심해야할거 같아요!",제/XPN 피부/NNG 가/JKS 예민/XR 하/XSA 고/EC 민감/XR 한편/NNG 은/JX 아니/VCN ㄴ데/EC 이/MM 라인/NNG 제품/NNG 을/JKO 사용/NNG 하/XSV 면/EC 피부/NNG 가/JKS 많이/MAG 여행가/NNG 서/JKB 친구/NNG 꺼/NNB ㄹ/JKO 로/JKB 사용/NNG 하/XSV 아/EC 보/VV 았/EP 는데/EC 밤/NNG 에/JKB 사용/NNG 하/XSV 았/EP 을/ETM 때/NNG 부터/JX 따갑/VA 던/ETM 게/EC 아침/NNG 까지/JX 지속/NNG 되/XSV 었/EP 네요/EC 특히/MAG 눈/NNG 주위/NNG 에/JKB 사용/NNG 하/XSV 는/ETM 걸/VV 라/EC 더욱/MAG 조심/NNG 하/XSV 아야/EC 하/VX ㄹ/ETM 거/NNB 같/VA 아요/EF !/SF 
레드핳덕큐,33,지성,23,3,"가격대비 세정력은 정말 좋슴돠
근디 눈에 들어가면 시야가 쬐까 뿌옇뿌옇게 되서
흠... 재구매 의사는 읎음!",가격/NNG 대비/NNG 세/MM 정력/NNG 은/JX 정말/MAG 눈/NNG 에/JKB 들어가/VV 면/EC 시야/NNG 가/JKS 쬐/VV 까/EC 뿌옇뿌옇게/NA 되/VV 서/EC 흠/NNG .../SE 재/XPN 구매/NNG 의사/NNG 는/JX 읎음!/NA 
soultree_c,4,민감성,22,2,눈 안 따갑고 순하다고 해서 사봤는데 원래 쓰던 이니스프리 리무버보다 더 따갑네여ㅜㅜ 눈 주변 피부 예민하신 분들은 살살 ㅈㅣ우셔야 할 듯!,눈/NNG 안/MAG 따갑/VA 고/EC 순하/VA 다고/EC 하/VV 아서/EC 사/VV 아/EC 보/VX 았/EP 는데/EC 원래/NNG 쓰/VV 던/ETM 이니스프리/NNP 리무버/NNG 보다/JKB 더/MAG 따갑네여ㅜㅜ/NA 눈/NNG 주변/NNG 피부/NNG 예민/XR 하/XSA 시/EP ㄴ/ETM 분/NNB 들/XSN 은/JX 살살/MAG 지우/VV 시/EP 어야/EC 하/VV ㄹ/ETM 듯/NNB !/SF 
인꽃,93,복합성,23,5,"리무버 짱짱이에요...😍
잘지워져서 이거 말고 다른거 사용안해여ㅎㅎ",리무버/NNG 짱/MAG 짱/MAG 이/VCP 에요/EF ./SF ./SF ./SF /SW 잘/MAG 지우/VV 어/EC 지/VX 어서/EC 이것/NP 말/VX 고/EC 다른/MM 거/NNB 사용안해옇ㅎ/NA 
sakd,39,지성,17,4,폰즈보다는 좀 덜 지워짐,폰즈보다는/NA 좀/MAG 덜/MAG 지우/VV 어/EC 지/VX ㅁ/ETN 
sohn418,55,복합성,22,5,눈화장 한번에 다 지워지고 자극도없고 순해서 좋은가같아요!,눈/NNG 화장/NNG 한번/NNG 에/JKB 다/MAG 지우/VV 어/EC 지/VX 고/EC 자극/NNG 도/JX 없/VA 고/EC 순/NNG 하/XSV 아서/EC 좋/VA 은가/EC 같/VA 아요/EF !/SF 
구름이0523,43,민감성,19,4,안지워진다거 소문난것들도 다 잘지워져요!!,안/MAG 지우/VV 어/EC 지/VX ㄴ다/EC 거/NNB 소문나/VV ㄴ/ETM 것/NNB 들/XSN 도/JX 다/MAG 잘/MAG 지우/VV 어/EC 지/VX 어요/EF !/SF !/SF 
kardan,23,건성,23,3,잘 지워지고 트러블도 안나고 잘 쓰긴 썼는데 눈에 들어가면 좀 많이 따가워서 지금은 안써요ㅠㅠ,잘/MAG 지우/VV 어/EC 지/VX 고/EC 트러블/NNP 도/JX 안/MAG 나/VV 고/EC 잘/MAG 쓰/VV 기/ETN ㄴ/JX 쓰/VV 었/EP 는데/EC 눈/NNG 에/JKB 들어가/VV 면/EC 좀/MAG 많이/MAG 따갑/VA 어서/EC 지금/NNG 은/JX 안써요ㅠㅠ/NA 
dh103,52,건성,25,1,잘 지워지고 가격은 쌌지만 사용할 때마다 눈주변이 너무 따갑고 간지럽고 눈이 시려웠어요. 사용할 때마다 울면서 아이메이크업을 지웠어요ㅠㅜ피부나 눈이 예민하신 분들은 비추예요ㅜ저는 며칠쓰다가 사용 중지했어요,잘/MAG 지우/VV 어/EC 지/VX 고/EC 가격/NNG 은/JX 싸/VV 았/EP 지만/EC 사용/NNG 하/XSV ㄹ/ETM 때/NNG 마다/JX 눈/NNG 주변/NNG 이/JKS 너무/MAG 따갑/VA 고/EC 간지럽/VA 고/EC 눈/NNG 이/JKS 시려웠어요./NA 사용/NNG 하/XSV ㄹ/ETM 때/NNG 마다/JX 울/VV 면서/EC 아이/NNG 메이크업/NNG 을/JKO 지웠어요ㅠㅜ피부나/NA 눈/NNG 이/JKS 예민/XR 하/XSA 시/EP ㄴ/ETM 분/NNB 들/XSN 은/JX 비추예요ㅜ저는/NA 며칠/NNG 쓰/VV 다가/EC 사용/NNG 중지/NNG 하/XSV 았/EP 어요/EC 
지똘22,8,민감성,23,3,"지워지는건 잘지워짐..
그치만 눈전체가 살짝 따갑고 피부가 붉어짐
쪼금 지나면 가라앉지만 뭔가 안맞는거같아
재구매는 안할듯해요!",지우/VV 어/EC 지/VX 는/ETM 건/NNB 잘/MAG 지우/VV 어/EC 지/VX ㅁ/ETN ./SF ./SF 그치/NP 만/JX 눈/NNG 전체/NNG 가/JKS 살짝/MAG 따갑/VA 고/EC 피부/NNG 가/JKS 지나/VV 면/EC 가라앉/VV 지만/EC 뭐/NP ㄴ가/EC 안/MAG 맞/VV 는/ETM 거/NNB 같/VA 아/EC 재/XPN 구매/NNG 는/JX 안/NNG 하/XSV ㄹ/ETM 듯/NNB 하/XSA 어요/EF !/SF 
