user_id,channel,option,membership,rating,review,morphed_review
che1050,MOBILE,대용량 250ml,일반,5,재구매입니다!ㅎ완전 잘 지워져요,재구매입니다!ㅎ완전/NA 잘/MAG 지우/VV 어/EC 지/VX 어요/EC 
lsj0608,MOBILE,대용량 250ml,일반,5,"지인 추천으로 구매했어요.

기존에 쓰던 것은 로드샵에서 할인 하길래 시험삼아 사서 써봤는데, 잘 안 지워지더라고요.

아직 사용 전인데, 잘 지워지길 기대합니다~!! ","지/NNB 이/VCP ㄴ/ETM 추천/NNG 으로/JKB 구매/NNG 하/XSV 았/EP 어요/EF ./SF 기존/NNG 에/JKB 쓰/VV 던/ETM 것/NNB 은/JX 로드/NNP 샵/NNP 에서/JKB 할인/NNG 하/VV 길래/EC 시험/NNG 삼/VV 아/EC 사/VV 아서/EC 쓰/VV 어/EC 보/VX 았/EP 는데/EC ,/SP 잘/MAG 안/MAG 지우/VV 어/EC 지/VX 더라고요/EF ./SF 아직/MAG 사용/NNG 전/NNG 이/VCP ㄴ데/EC ,/SP 잘/MAG 지우/VV 어/EC 지/VX 기/ETN ㄹ/JKO 기대/NNG 하/XSV ㅂ니다/EC ~/SO !/SF !/SF "
ji4663,MOBILE,대용량 250ml,일반,5,"매번 사용하고 있는 립앤아이 리무버입니다.
이 한가지 상품만 이용한 지 벌써 3~4년 정도 된 것 같아요. 주로 눈가에 사용하다보니 순한 제품을 찾고 있었거든요. 이전에 여러가지 제품을 사용해봤지만 이 제품만큼 세정력도 좋으면서 눈이 따갑지 않은 순한 제품은 없더라구요. 매일 잘 사용하고 있습니다^^ 고맙습니다~ ",매번/MAG 사용/NNG 하/XSV 고/EC 있/VV 는/ETM 립/NNG 앤/NNG 아이/NNG 리무버/NNG 이/VCP ㅂ니다/EF ./SF 이/MM 한가지/NNG 상품/NNG 만/JX 이용/NNG 하/XSV ㄴ/ETM 지/NNB 벌써/MAG 3/SN ~/SO 4/SN 년/NNB 정도/NNG 되/VV ㄴ/ETM 것/NNB 같/VA 아요/EF ./SF 주로/MAG 눈가/NNG 에/JKB 사용/NNG 하/XSV 다/EC 보/VX 니/EC 순하/VA ㄴ/ETM 제품/NNG 을/JKO 찾/VV 고/EC 있/VX 었/EP 거든요/EF ./SF 이전/NNG 에/JKB 여러/MM 가지/NNB 제품/NNG 을/JKO 사용/NNG 하/XSV 아/EC 보/VX 았/EP 지만/EC 이/MM 제품/NNG 만큼/JKB 세/MM 정력/NNG 도/JX 좋/VA 으면서/EC 눈/NNG 이/JKS 따갑/VA 지/EC 않/VX 은/ETM 순하/VA ㄴ/ETM 제품/NNG 은/JX 없/VA 더라구요/EF ./SF 매일/MAG 잘/MAG 사용/NNG 하/XSV 고/EC 있/VV 습니다/EC ^/SW ^/SW 고맙습니다/NNP ~/SO 
kmj4673,MOBILE,일반용량 120ml,일반,5,눈에 닿아도 아프지 않아서 너무 좋아요!! 아이리무버는 항상 이것만 쓰는것 같습니다~! ,눈/NNG 에/JKB 닿/VV 아도/EC 아프/VA 지/EC 않/VX 아서/EC 너무/MAG 좋/VA 아요/EF !/SF !/SF 아이/NNG 리무버/NNG 는/JX 항상/MAG 이것/NP 만/JX 쓰/VV 는/ETM 것/NNB 같/VA 습니다/EC ~/SO !/SF 
mindy971020,MOBILE,대용량 250ml,일반,5,좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아료좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아료좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아료좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아료좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아료좋아요좋아요좋아,좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아료좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아료좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아료좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아료좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아료좋아요좋아요좋아/NA 
rosney,PC,대용량 250ml,일반,5,항상 재구매합니다.  ,항상/MAG 재/XPN 구매/NNG 하/XSV ㅂ니다/EF ./SF 
wlgus4597,MOBILE,일반용량 120ml,일반,5,평소에 다른 아이리무버를 쓰다가 1&amp;#43;1 세일을 하고 후기도 좋고 직원분이 추천해줘서 샀습니다. 생각보다 좀 작긴 했지만 평소에 키스미 마스카라를 쓰는데도 잘 지워지고 가격도 저렴하고 무엇보다도 1&amp;#43;1이라서 샀는데 좋습니다. 원래 아이라무버 쓰면 눈이 예민해서  따가운데 이제품은 잘 맞는것 같습니다. 왜 리무버 1위인지 알겠네요 ㅎㅎ 많이 파시고 1&amp;#43;1 자주 했으면 좋겠어요,평소/NNG 에/JKB 다른/MM 아이/NNG 리무버/NNG 를/JKO 쓰/VV 다가/EC 1/SN &/SW amp/SL ;/SP #/SW 43/SN ;/SP 1/SN 세일/NNG 을/JKO 하/VV 고/EC 후기/NNG 도/JX 좋/VA 고/EC 직원/NNG 분/XSN 이/JKS 추천/NNG 하/XSV 아/EC 주/VX 어서/EC 사/VV 았/EP 습니다/EF ./SF 생각/NNG 보다/JKB 좀/MAG 작/VA 기/ETN ㄴ/JX 하/VV 았/EP 지만/EC 평소/NNG 에/JKB 키스/NNG 미/NNG 마스카라/NNG 를/JKO 쓰/VV 는데/EC 도/JX 잘/MAG 지우/VV 어/EC 지/VX 고/EC 가격/NNG 도/JX 저렴/XR 하/XSA 고/EC 무엇/NP 보다/JKB 도/JX 1/SN &/SW amp/SL ;/SP #/SW 43/SN ;/SP 1/SN 이/VCP 라서/EC 사/VV 았/EP 는데/EC 좋/VA 습니다/EF ./SF 원래/NNG 아이/NNG 라무/NNP 버/NNG 쓰/VV 면/EC 눈/NNG 이/JKS 예민/XR 하/XSA 아서/EC 따갑/VA ㄴ데/EC 이/MM 제품/NNG 은/JX 잘/MAG 맞/VV 는/ETM 것/NNB 같/VA 습니다/EF ./SF 왜/MAG 리무버/NNG 1/SN 위/NNB 이/VCP ㄴ지/EC 알/VV 겠/EP 네요/EC ㅎㅎ/NA 많이/MAG 팔/VV 시/EP 고/EC 1/SN &/SW amp/SL ;/SP #/SW 43/SN ;/SP 1/SN 자주/MAG 하/VV 았/EP 으면/EC 좋/VA 겠/EP 어요/EC 
wjdlal0416,MOBILE,대용량 250ml,일반,5,"처음써봅니다
순하디 순하다고해서 소문나잇어 계속사고싶엇는데 계속계속품절되어 사지못해 진짜아쉬웟던 제품이예요
써보니 알것같아요
나온김에 대용량삿어요ㅋㅋㅋ 이런기회  흔하거아닌데...
1플러스1 입니다 좋아요ㅋㅋㅋㅋㅋㅋ
추천해봅니다
한번써보고 계속좋으면쭉쭉 재구매생각있습니당",처음/NNG 쓰/VV 어/EC 보/VX ㅂ니다/EC 순/NNG 하/XSV 디/EC 순하/VA 다고/EC 하/VX 아서/EC 소문나/VV 아/EC 잇/VV 어/EC 계속/MAG 사/VV 고/EC 싶/VX 엇/EP 는데/EC 계속/NNG 계속/NNG 품절/NNG 되/XSV 어/EC 사/VV 지/EC 못하/VX 아/EC 진짜/NNG 아쉽/VA 엇/EP 던/ETM 제품/NNG 이/JKS 예/NNG 요/NNG 쓰/VV 어/EC 보/VX 니/EC 알/VV ㄹ/ETM 것/NNB 같/VA 아요/EC 나오/VV ㄴ/ETM 김/NNB 에/JKB 대용량삿어욬ㅋㅋ/NA 이런/MM 기회/NNG 흔하/VA ㄹ/ETM 것/NNB 아니/VCN ㄴ데/EC ../SE ./SF 1/SN 플러스/NNG 1/SN 이/VV ㅂ니다/EC 계속/NNG 좋/VA 으면/EC 쭉쭉/MAG 재구매생각있습니당/NA 
kc96,MOBILE,대용량 250ml,일반,5,좋아요ㅎㅎ 늘쓰는거에요,좋아욯ㅎ/NA 늘/MAG 쓰/VV 는/ETM 거/NNB 에/JKB 요/JX 
yenn0216,MOBILE,대용량 250ml,일반,5,타사 리무버도 사용해봤는데 제가 사용하는 키스미 마스카라가 너무 강력해서 지워지지를 않더라구요ㅠㅠ 아니면 너무 자극적이거나.. 그래서 돌고 돌아 결국 뽀오얀으로 돌아왔습니다 제일 순하고 딱히 냄새도 나지 않아서 너무 좋고ㅠㅠ 무엇보다도 세정력? 진짜 짱짱이예요 키스미 마스카라도 단번에 깔끔히 지워버리고ㅠㅠ 정말 추천추천합니다!!,타사/NNG 리무버/NNG 도/JX 사용/NNG 하/XSV 아/EC 보/VX 았/EP 는데/EC 제/NP 가/JKS 사용/NNG 하/XSV 는/ETM 키스/NNG 미/NNG 마스카라/NNG 가/JKS 너무/MAG 강력/XR 하/XSA 아서/EC 지우/VV 어/EC 지/VX 지/EC 를/JKO 않더라구요ㅠㅠ/NA 아니/VCN 면/EC 너무/MAG 자극/NNG 적/XSN 이/VCP 거나/EC ../SE 그래서/MAJ 돌/VV 고/EC 돌/VV 아/EC 결국/MAG 뽀/VV 오/EC 야/JX ㄴ/JX 으로/JKB 돌아오/VV 았/EP 습니다/EC 제일/NNG 순하/VA 고/EC 딱히/MAG 냄새/NNG 도/JX 나/VV 지/EC 않/VX 아서/EC 너무/MAG 좋고ㅠㅠ/NA 무엇/NP 보다/JKB 도/JX 세/MM 정력/NNG ?/SF 진짜/MAG 짱/MAG 짱/MAG 이/MM 예/NNG 요/JX 키스/NNG 미/NNG 마스카라/NNG 도/JX 단번에/MAG 깔끔히/NA 지워버리고ㅠㅠ/NA 정말/MAG 추천/NNG 추천/NNG 하/XSV ㅂ니다/EF !/SF !/SF 
yjh9945,MOBILE,일반용량 120ml,일반,5,매번 사용하는 제품인데 역시나 정말 잘 지워져요!! 그리고 수분력도 좋아서 지우고 난 다음에 많이 안건조하고 정말 애정하는 제품입니다ㅜㅜㅠ 맨날 품절되는 제품이라 여러개 쟁여두고 사용하는 제품이에요! 진짜 강추합니다ㅜㅜ!!,매번/MAG 사용/NNG 하/XSV 는/ETM 제품/NNG 이/VCP ㄴ데/EC 역시/MAJ 나/JX 정말/MAG 잘/MAG 지우/VV 어/EC 지/VX 어요/EF !/SF !/SF 그리고/MAJ 수분/NNG 력/NNG 도/JX 좋/VA 아서/EC 지우/VV 고/EC 나/VV ㄴ/ETM 다음/NNG 에/JKB 많이/MAG 안/NNG 건조/NNG 하/XSV 고/EC 정말/MAG 애정/NNG 하/XSV 는/ETM 제품입니다ㅜㅜㅠ/NA 맨날/MAG 품절/NNG 되/XSV 는/ETM 제품/NNG 이/VCP 라/EC 여러/MM 개/NNB 쟁여두고/NA 사용/NNG 하/XSV 는/ETM 제품/NNG 이/VCP 에요/EF !/SF 진짜/MAG 강추합니다ㅜㅜ!!/NA 
mleme1,MOBILE,대용량 250ml,일반,5,"50할인 할 때 구매 했었는데 가성비 최고에요~~~
순하게 나와서 그런지 눈에 아무런 자극없이 매끈하게 잘 지워져서 너무 만족 합니다 ㅎㅎㅎ 향도 거슬리는거 없이 무난 하구요 용량도 커서 꽤 오래동안 잘 쓰고 있는 것 같아요 다쓰고 또 구매하려구요",50/SN 할/NNB 이/VCP ㄴ/ETM 하/VV ㄹ/ETM 때/NNG 구매/NNG 하/VV 았었/EP 는데/EC 가/XPN 성비/NNG 최고/NNG 에요/EC ~/SO ~/SO ~/SO 순/NNG 하/XSV 게/EC 나오/VV 아서/EC 그렇/VA ㄴ지/EC 눈/NNG 에/JKB 아무런/MM 자극/NNG 없이/MAG 매끈/XR 하/XSA 게/EC 잘/MAG 지우/VV 어/EC 지/VX 어서/EC 너무/MAG 만족/NNG 하/VV ㅂ니다/EC ㅎㅎㅎ/NA 향도/NNG 거슬리/VV 는/ETM 거/NNB 없이/MAG 무난/XR 하/VV 구요/EC 용량/NNG 도/JX 크/VA 어서/EC 꽤/MAG 오래/MAG 동안/NNG 잘/MAG 쓰/VV 고/EC 있/VV 는/ETM 것/NNB 같/VA 아요/EC 다/MAG 쓰/VV 고/EC 또/MAJ 구매/NNG 하/XSV 려구요/EC 
jkj7061,MOBILE,대용량 250ml,스마트클럽,5,항상 쓰는 리무버~ 순해요 눈도 안따갑고ㅋ 몇년째 쓰고있어요,항상/MAG 쓰/VV 는/ETM 리무버/NNG ~/SO 순/NNG 하/XSV 아요/EC 눈/NNG 도/JX 안따갑곸/NA 몇/MM 년/NNB 째/XSN 쓰/VV 고/EC 있/VX 어요/EC 
sweetsuan,MOBILE,대용량 250ml,일반,5,너무 잘 지워지고 좋아용 ㅠㅠ,너무/MAG 잘/MAG 지우/VV 어/EC 지/VX 고/EC 좋/VA 아/EC 용/XSN ㅠㅠ/NA 
sujinrt,MOBILE,대용량 250ml,일반,5,세일해서 득템했어요,세일/NNG 하/XSV 아서/EC 득템/NNP 하/XSV 았/EP 어요/EC 
hihiar,MOBILE,대용량 250ml,스마트클럽,5,드디어 샀어요 ㅠㅠㅠ 제가사는 지역에는 할인한다해서 달려가면 계속 품절이거나 물건이 안들어와서 없대요 ㅠㅠ 할인할때 다른지역갈일이있어서 그곳에서 겨우샀네요..내인생템 ♥︎ 뽀오얀은 무슨화장품이든 다 지워주는거같아요 ㅎㅎ,드디어/MAG 사/VV 았/EP 어요/EC ㅠㅠㅠ/NA 제/XPN 가사/NNG 는/JX 지역/NNG 에/JKB 는/JX 할인/NNG 하/XSV ㄴ다/EC 하/VX 아서/EC 달려가/VV 면/EC 계속/MAG 품절/NNG 이/VCP 거나/EC 물건/NNG 이/JKS 안/MAG 들어오/VV 아서/EC 없/VA 대요/EC ㅠㅠ/NA 할인/NNG 하/XSV ㄹ/ETM 때/NNG 다른/MM 지역/NNG 가/VV ㄹ/ETM 일/NNB 이/JKS 있/VV 어서/EC 그곳/NP 에서/JKB 겨우샀네요..내인생템/NA ♥/SW ︎/SW 뽀/VV 오/EC 야/JX ㄴ/JX 은/JX 무슨/MM 화장품/NNG 이/VCP 든/EC 다/MAG 지우/VV 어/EC 주/VX 는/ETM 거/NNB 같/VA 아요/EC ㅎㅎ/NA 
uriburi102,MOBILE,대용량 250ml,스마트클럽,5,"평소에 늘 애용하는 제품이에요
번들거리는거 싫어해서 다른제품은 못써요
뽀오얀 미소 발효립 리무버는 번들거림없음 깔끔하게 잘 지워져요
타사제품은 마스카라가 잘 안지워지고 미끌거리는데 이제품은 깨끗하게 제거된답니다. 워낙 좋은제품이라 평생 사용할듯 싶어요
할인 많이 해주셨으면 좋겠어요~짱짱! 좋아요~^^",평소/NNG 에/JKB 늘/MAG 애용/NNG 하/XSV 는/ETM 제품/NNG 이/VCP 에요/EC 번들거리/VV 는/ETM 거/NNB 싫어하/VV 아서/EC 다른/MM 제품/NNG 은/JX 못/MAG 쓰/VV 어요/EC 뽀/VV 오/EP 아야/EC 하/VX ㄴ/ETM 미소/NNG 발효/NNG 립/NNG 리무버/NNG 는/JX 번들거리/VV ㅁ/ETN 없/VA 음/ETN 깔끔/XR 하/XSA 게/EC 잘/MAG 지우/VV 어/EC 지/VX 어요/EC 타사/NNG 제품/NNG 은/JX 마스카라/NNG 가/JKS 잘/MAG 안/MAG 지우/VV 어/EC 지/VX 고/EC 미끌거리/VV 는데/EC 이/MM 제품/NNG 은/JX 깨끗/XR 하/XSA 게/EC 제거/NNG 되/XSV ㄴ답니다/EF ./SF 워낙/MAG 좋/VA 은/ETM 제품/NNG 이/VCP 라/EC 평생/NNG 사용/NNG 하/XSV ㄹ/ETM 듯/NNB 싶/VX 어요/EC 할인/NNG 많이/MAG 하/VV 아/EC 주/VX 시/EP 었/EP 으면/EC 좋겠어요~짱짱!/NA 좋/VA 아요/EC ~/SO ^/SW ^/SW 
didwhtjs,MOBILE,대용량 250ml,스마트클럽,5,잘지워지는데 잘 흔들어써야해요 ㅎ,잘/MAG 지우/VV 어/EC 지/VX 는데/EC 잘/MAG 흔들/VV 어/EC 쓰/VV 어야/EC 하/VX 아요/EC ㅎ/NA 
rkgusch123,MOBILE,대용량 250ml,스마트클럽,3,"세정력은 진짜좋아요. 평소 스모키 화장만하는데
워터프루프까지 싹잘지워집니다.",세/MM 정력/NNG 은/JX 진짜/NNG 좋/VA 아요/EF ./SF 평소/NNG 스모키/NNG 화/NNG 장만/NNG 하/XSV 는데/EC 워터/NNG 프루프/NNP 까지/JX 싹/MAG 잘/MAG 지우/VV 어/EC 지/VX ㅂ니다/EF ./SF 
katieseoyeon,MOBILE,대용량 250ml,프라임,5,샘플로 받아서 너무좋아서 용량큰걸루 구매해서 씁니다!!,샘플/NNG 로/JKB 받/VV 아서/EC 너무/MAG 좋/VA 아서/EC 용량/NNG 크/VA ㄴ/ETM 것/NNB 루/JKB 구매/NNG 하/XSV 아서/EC 쓰/VV ㅂ니다/EF !/SF !/SF 
clematis36,APP,대용량 250ml,스마트클럽,5,"늘 쓰던 아이리무버라 이번에 원플러스원 행사로 저렴하게 겟했네요. 눈에 들어가도 크게 자극 없는거 같고, 세정력도 좋아요. 예전에 겟*** 프로그램이였던가? 아이리무버 블라인드에서도 높은 순위 기록했던걸로 기억하는데, 성분이나 기능이 믿을 만하다는 거겠죠? 다음에도 이런 행사 자주 했으면 합니다~","늘/MAG 쓰/VV 던/ETM 아이/NNG 리무버/NNG 이/VCP 라/EC 이번/NNG 에/JKB 원/NNB 플러스/NNG 원/NNB 행사/NNG 로/JKB 저렴/XR 하/XSA 게/EC 겟했네요./NA 눈/NNG 에/JKB 들어가/VV 아도/EC 크/VA 게/EC 자극/NNG 없/VA 는/ETM 거/NNB 같/VA 고/EC ,/SP 세/MM 정력/NNG 도/JX 좋/VA 아요/EF ./SF 예전/NNG 에/JKB 겟***/NA 프로그램/NNG 이/VCP 이/VCP 었/EP 던가/EF ?/SF 아이/NNG 리무버/NNG 블라인드/NNG 에서/JKB 도/JX 높/VA 은/ETM 순위/NNG 기록/NNG 하/XSV 았/EP 던/ETM 것/NNB 로/JKB 기억/NNG 하/XSV 는데/EC ,/SP 성분/NNG 이나/JC 기능/NNG 이/JKS 믿/VV 을/ETM 만/NNB 하/XSA 다는/ETM 거/NNB 하/VX 겠/EP 죠/EF ?/SF 다음/NNG 에/JKB 도/JX 이런/MM 행사/NNG 자주/MAG 하/VV 았/EP 으면/EC 하/VV ㅂ니다/EC ~/SO "
howspecial,MOBILE,대용량 250ml,스마트클럽,5,늘 사용하는 제품입니다,늘/MAG 사용/NNG 하/XSV 는/ETM 제품/NNG 이/VCP ㅂ니다/EC 
ff3614,PC,대용량 250ml,프라임,5,평소 눈화장을 진하게 하는데 아이 리무버 사용을 안하다가 알게되서 쓰게됫어용 ㅎㅎ 소문만큼이나 잘지워지고 가성비도 되게 좋은거 같아요 ^^ 앞으로도 꾸준히 쓸거같아요 ㅎㅎ 그리고 눈 예민하신분들은 약간 시릴수도 있어요 ㅎㅎ ,평소/NNG 눈/NNG 화장/NNG 을/JKO 진하/VA 게/EC 하/VV 는데/EC 아이/NNG 리무버/NNG 사용/NNG 을/JKO 안/NNG 하/XSV 다가/EC 알/VV 게/EC 되/VV 서/EC 쓰게됫어용/NA ㅎㅎ/NA 소문/NNG 만큼/JKB 이나/JX 잘/MAG 지우/VV 어/EC 지/VX 고/EC 가/XPN 성비/NNG 도/JX 되/VV 게/EC 좋/VA 은/ETM 거/NNB 같/VA 아요/EC ^/SW ^/SW 앞/NNG 으로/JKB 도/JX 꾸준히/MAG 쓰/VV ㄹ/ETM 거/NNB 같/VA 아요/EC ㅎㅎ/NA 그리고/MAJ 눈/NNG 예민/XR 하/XSA 시/EP ㄴ/ETM 분/NNB 들/XSN 은/JX 약간/MAG 시리/VA ㄹ/ETM 수/NNB 도/JX 있/VV 어요/EC ㅎㅎ/NA 
cj010911,MOBILE,일반용량 120ml,스마트클럽,5,자극없이 잘 지워져서 민감한 피부에도 추천드려요 ,자극/NNG 없이/MAG 잘/MAG 지우/VV 어/EC 지/VX 어서/EC 민감/XR 하/XSA ㄴ/ETM 피부/NNG 에/JKB 도/JX 추천/NNG 드리/VV 어요/EC 
wnsl199102,MOBILE,일반용량 120ml,일반,5,"순하고좋아요
립앤아이 리무버
잘지워지고좋아요",순하/VA 고/EC 좋/VA 아요/EC 립/NNG 앤/NNG 아이/NNG 리무버/NNG 잘/MAG 지우/VV 어/EC 지/VX 고/EC 좋/VA 아요/EC 
chi0155,MOBILE,일반용량 120ml,프라임,5,"이거 사느라고 매장을 한 3개 돌아다닌듯요..ㅠㅠ 
1&amp;#43;1기간에 제일 먼저 빠지는것 같아요
작은 크기는 여행용으로 가져갈때도 좋고 은근 양이 많아서 오래 쓰게 돼요 
뽀오얀 리무버는 눈화장 지울때도 피무에 부담감이 없어서 좋은것 같아요",이것/NP 살/VV 느라고/EC 매장/NNG 을/JKO 한/MM 3/SN 개/NNB 돌아다닌듯요..ㅠㅠ/NA 1/SN &/SW amp/SL ;/SP #/SW 43/SN ;/SP 1/SN 기간/NNG 에/JKB 제일/NNG 먼저/MAG 빠지/VV 는/ETM 것/NNB 같/VA 아요/EC 작/VA 은/ETM 크기/NNG 는/JX 여행/NNG 용/XSN 으로/JKB 가져가/VV ㄹ/ETM 때/NNG 도/JX 좋/VA 고/EC 은근/XR 양/NNG 이/JKS 많/VA 아서/EC 오래/MAG 쓰/VV 게/EC 되/VV 어요/EC 뽀/VV 오/EP 아야/EC 하/VX ㄴ/ETM 리무버/NNG 는/JX 눈/NNG 화장/NNG 지우/VV ㄹ/ETM 때/NNG 도/JX 피/XPN 무/NNG 에/JKB 부담감/NNG 이/JKS 없/VA 어서/EC 좋/VA 은/ETM 것/NNB 같/VA 아요/EC 
rer0415,MOBILE,일반용량 120ml,일반,5,눈화장 진하게 하는편인데 잘지워지고 좋아여.!,눈/NNG 화장/NNG 진하/VA 게/EC 하/VV 는/ETM 편/NNB 이/VCP ㄴ데/EC 잘/MAG 지우/VV 어/EC 지/VX 고/EC 좋/VA 아/EC 이/VCP 어/EF ./SF !/SF 
leecm0902,MOBILE,일반용량 120ml,일반,5,항상 쓰는 리무버인데 가볍게 쓰기 좋아요 세정력도 좋아서 만족합니다,항상/MAG 쓰/VV 는/ETM 리무버/NNG 이/VCP ㄴ데/EC 가볍/VA 게/EC 쓰/VV 기/ETN 좋/VA 아요/EC 세/MM 정력/NNG 도/JX 좋/VA 아서/EC 만족/NNG 하/XSV ㅂ니다/EC 
wuddlo0oy,APP,대용량 250ml,일반,5,항상  원쁠원  행사할때마다  사재기 하고  쟁여놓는  아이템이에용~~ 첨에사용했을때는  눈이 좀 따가워서 자극 적인구 같았는데 계속 사용하다보니  또  그렇지는 않는거 같더라구요. ㅎㅎ 지워지기도  엄청 잘지워저서 다른 제품으로 유목민 생활을 접고  정착하려고 합니다~~ 행사 많이해주세요~~,항상/MAG 원쁠원/NA 행사/NNG 하/XSV ㄹ/ETM 때/NNG 마다/JX 사재기/NNG 하/VV 고/EC 쟁여놓는/NA 아이템/NNG 이/NNG 에/JKB 용/NNG ~/SO ~/SO 첨/NNG 에/JKB 사용/NNG 하/XSV 았/EP 을/ETM 때/NNG 는/JX 눈/NNG 이/JKS 좀/MAG 따갑/VA 어서/EC 자극/NNG 적/NNG 인구/NNG 같/VA 았/EP 는데/EC 계속/MAG 사용/NNG 하/XSV 다/EC 보/VX 니/EC 또/MAJ 그렇/VA 지/EC 는/JX 않/VX 는/ETM 거/NNB 같/VA 더라구요/EF ./SF ㅎㅎ/NA 지우/VV 어/EC 지/VX 기/ETN 도/JX 엄청/MAG 잘/MAG 지우/VV 어/EC 저/NP 서/JKB 다른/MM 제품/NNG 으로/JKB 유목민/NNG 생활/NNG 을/JKO 접/VV 고/EC 정착/NNG 하/XSV 려고/EC 하/VV ㅂ니다/EC ~/SO ~/SO 행사/NNG 많이/MAG 하/XSV 아/EC 주/VX 시/EP 어요/EC ~/SO ~/SO 
lhj5545,MOBILE,대용량 250ml,일반,5,"뽀오얀 미소 발효 립 앤 아이 리무버
진짜 계속 재구매합니다 ㅋㅋㅋㅋㅋ

너무너무 순하고 눈 따갑지도 않고
순하게 잘 지워지는 넘나 좋은 인생템!!

대용량 사서 쓰면 그래도 매일 써도 한달은 넘게 쓰는거 같아서 넘나 좋아요~~!
강추강추",뽀/VV 오/EP 아야/EC 하/VX ㄴ/ETM 미소/NNG 발효/NNG 립/NNG 앤/NNP 아이/NNG 리무버/NNG 진짜/NNG 계속/MAG 재/XPN 구매/NNG 하/XSV ㅂ니다/EC 순하/VA 고/EC 눈/NNG 따갑/VA 지/EC 도/JX 않/VX 고/EC 순/NNG 하/XSV 게/EC 잘/MAG 지우/VV 어/EC 지/VX 는/ETM 넘/VV 나/EC 좋/VA 은/ETM 사/VV 아서/EC 쓰/VV 면/EC 그래도/MAJ 매일/MAG 쓰/VV 어도/EC 한/MM 달/NNG 은/JX 넘/VV 게/EC 쓰/VV 는/ETM 거/NNB 같/VA 아서/EC 넘/VV 나/EC 좋/VA 아요/EC ~/SO ~/SO !/SF 강/NNP 추강/NNP 추/NNG 
rohblanc,MOBILE,대용량 250ml,일반,5,자극적이지 않아서 좋아요!,자극/NNG 적/XSN 이/VCP 지/EC 않/VX 아서/EC 좋/VA 아요/EF !/SF 
hd1436,MOBILE,일반용량 120ml,프라임,5,"항상 구매하는 리무버예요!-!
세일할때 많이 쟁겨놓으려고 샀어요
따갑지않고 자극이 덜되는거같아서 좋아요
냄새도 독하지않아요
화장도 잘지워져요
전에 댕댕이에디션 나왓을때 너무귀여웟는데 다시 원래통으로 바껴서 아쉬워요ㅠㅠ
댕댕이 너뮤귀엽",항상/MAG 구매/NNG 하/XSV 는/ETM 리무버/NNG 예/NNG 요/JX !/SF -/SS !/SF 세일/NNG 하/XSV ㄹ/ETM 때/NNG 많이/MAG 쟁겨놓으려고/NA 사/VV 았/EP 어요/EC 따갑/VA 지/EC 않/VX 고/EC 자극/NNG 이/JKS 덜되/VA 는/ETM 거/NNB 같/VA 아서/EC 좋/VA 아요/EC 냄새/NNG 도/JX 독하/VA 지/EC 않/VX 아요/EC 화장/NNG 도/JX 잘/MAG 지우/VV 어/EC 지/VX 어요/EC 전/NNG 에/JKB 댕/MAG 댕/MAG 이/MM 에디션/NNG 나오/VV 앗/EC 을/JKO 때/NNG 너무/MAG 귀엽/VA 엇/EP 는데/EC 다시/MAG 원래/NNG 통/NNG 으로/JKB 바/NNB 끼/VV 어서/EC 너뮤귀엽/NA 
