user_id,review_count,skin_type,age,rating,review
배햄,73,복합성,24,3,새내기때 대학들어와서 첨 써본 아이리무버 그냥 무난무난함
qnals,156,복합성,25,2,호주 워킹홀리데이가기 전에 아모레 포인트 다 쓰려고 구매한 제품인데 갈 때 안가져가서 1년 뒤에 써본 제품이에요. 미개봉 상태로 1년이나 지난 후에 써도 되나 싶어 약간 찜찜하긴 했지만 별 문제 없길래 잘 사용하고 있던 중 다른 립앤아이와 다르게 이걸 쓰면 눈앞이 흐려지고 눈꼽이 잘끼는 걸 알고 나서 안쓰다가 버렸어요
코덕이되고싶당,21,민감성,16,4,눈에 들어가면 으~~ 아프긴하지만 모든메이크업들이 잘 지워져요 그리고 흔들어쓰는것도 은근 재밌습니다^^
chyosha,131,지성,25,2,저는 이거 왜 좋다고 하는지 잘 모르겠어요ㅠㅠ 잘지워지긴 하는데 눈에 들어가면 진짜 안구테러ㅠㅠ 눈 시뻘개져서 성분 걱정되어서 못쓰겠어요
jenny4616,42,건성,12,4,"잘 지워지고 향도 좋아서 잘 쓰고 있어요
쓸 때마다 흔들어줘야 하지만 가격대비 좋아요
"
촉촉한립찾아요,37,건성,18,5,"워터랑 오일이 2층으로 나뉘어져서 쓸때마다 흔들어 써야하는 제형이에요
냄새는 향 안쎄고 괜찮은 향? 비누냄새?

잘 지워지고 눈에 들어가도 별로 안아파요.

가격대비 좋음."
JasmineC,32,민감성,22,4,잘 지워지고 좋습니다! 분리되는 오겹 화장솜과 함께 사용하면 정말 좋아요ㅎㅎ 그런데 좀 많은 양을 덜어내서 그것이 눈으로 들어가버리면 조금 아 이런 내 눈 건강이 위협을 받는군 하는 느낌을 받으실 수도 있습니다. 그것 빼고는 아주 좋아요.
코덕쿠짜,125,지성,22,4,"벌써 세통째 쓰고있어오
평소 분장을 많이하는데 아이메이크업진짜 대박잘지워지고 어느정도의 자극은 있지만 다른 아이리무버에비해 자극이 적고 그냥 이거만 계속사게되는듯!!"
김너귤,168,건성,31,4,"헉 나는 순하다고 생각했는데 다들 아닌가봄....
화장도 잘 지워지고 자극적이지않아서 좋았음"
묘묘xo,347,복합성,28,5,아니 립앤아이리무버가 왜 순할거라고 생각해요..? 오일리한건 또 무슨 상관인지... 이걸로 눈화장 지우고 세수는 안하나요? 에뛰드 컬픽스 마스카라며 키스미 마스카라 스틸라 글리터 다 지워지니 이만하면 된것같은데..?
heemint,48,복합성,24,3,마쟈염... 생각보다 오일리하고 눈에 들어가면 따가워서 가격보고 그냥 사용하고잇어용
wlgpqwg,22,지성,19,2,립앤아이 리무버라서 순하고 입이나 눈에 소량 들어가도 괜찮을거라 생각했는데 전혀 아니예요 눈에 들어가서 눈도 따갑고 정말 별로였어요 .. 5번도 안쓰고 지금 그래도 두고 있네요 ㅠㅠ 돈 아까워요 ..
맥도리아킹,60,복합성,32,3,"무난무난해요. 향 좋고 가격 착하고 왠만한건 무난히 다 잘 지워지는 것 같구요. 오일리하긴 하지만 어차피 포인트 메이크업 지우고 얼굴전체 클레징 할거라 저는 괜찮았어요. 근데 눈에 들어가면 좀 따갑더라구요. 원플할때 쟁여두고 잘 쓰긴 했는데, 정착은 못하겠고, 다른 뭐 더 좋은 거 있나 찾아보고 싶게 만드는 정도.."
수DEAN,70,복합성,21,3,그냥 무난무난한함 그렇게 좋지도 그렇게 나쁘지않음
앤디,71,건성,23,4,눈화장 잘 지워지고 눈에 들어갔을때 아프지 않았어요! 근데 너무 오일리함ㅜ
이배,55,민감성,22,3,겟*뷰티 1위 했대서 샀는데 되게 잘 지워지는 편이고 무난해서 1+1때 대용량으로 쟁여두고 쓰고있어요. 다만 실수로 눈에 들어가면 따갑고 또 생각보다 오일리 하더라구요? 그래서 다 쓰면 다른 리무버들을 써볼 계획이에요.
c91012,116,건성,28,1,"이거 처음썼을때는 좋다~이러고 썼는데
계속쓰니까 쓸때마다 눈밑이 따갑고 아파요.
주름생길거같은느낌.. 그래서
이제는 못 쓰겠어요."
찌찌나나,56,민감성,24,3,"처음에 좋다해서 썼을땐 잘지워진거같은데
마스카라는 잘안지워지네요ㅠㅠ
그리고 눈에들어가는데 눈이너무따가움ㅠㅠ
재구매는 생각해봐야겠어요.."
꽁냥하은,43,복합성,20,4,"약간의 눈시림이 있지만 양조절 잘해서 닦으면 괜찮어요!
무엇보다 세일기간 가격이 매력적이고
스킨푸드랑 비교했을때 뒤쳐지는게 없다고 느꼈어요.
워터푸르프 아라랑 마스카라는 바로 쓱 없어지고요!
재구매 의사 80정도 됩니다
특출난 특징이 없어서..그래요"
urdinorns,20,민감성,28,5,대용량 하나사서 반쯤비움. 세정력 좋고 눈이 따갑지도 않음. 눈 따가움 무!
쪼아용,73,중성,19,5,눈 화장되게 잘 지워저요 좋아요!!
나복치,20,복합성,20,4,"키스미마스카라도 슥슥 잘지워져요 
순한데 잘지워져서 1년째 쓰는 중이에요 민감하신 분들께 추천해드려여"
쿠크닷,55,건성,23,4,순한거같구 잘지워져요 😊
가다나미,48,건성,23,3,"그냥저냥 무난함
싸서 계속쓰는중  어퓨꺼써보고싶당"
새벽6시,56,건성,23,3,"스킨푸드 밀크쉐이크 쓰다가 갈아탔는데요
세정력은 밀크쉐이크나 이거나 다를바 없어요
둘 다 좋아요 마스카라도 잘 지워지고.
근데 이거 눈에 들어가면 따가워요.
밀크쉐이크는 하나도 안 아팠거든요.
대용량인거 50% 세일할 때 사면 엄청 이득입니다!"
minzie113,95,복합성,23,5,"무난하게 아무 생각 없이 쓰기에 좋다 대용량도 있어서 좋다 용기가 투명해서 좋다 눈화장을 잘 지워줘서 좋다 은은한 향이 나서 좋다

-------추가-------
이 것만 써봤을 때는 몰랐는데 이 것만큼 자극없이 잘 지워지는게 없는 듯. 이것저것 유명하다는거 다 써보면서 유목하다가 결국엔 이거 1+1으로 재구매했어요 여기에 정착할거에요"
흐믐므므,47,지성,23,4,"굉장히 잘지워진다
물같은 제형이라서 오일층 있는거에 비해서
덜 지워질줄 알았으나 부드럽에 잘지워져서 감동
메이블린을 가볍게 이긴 제품 맘에든다"
훤님,51,복합성,25,4,사용했던 리무버중 가장 잘지워지는것같아용 촘촘하기한 마스카라까지 말끔하게지워져요!
검은콩두유3,42,복합성,21,4,잘지워짐! 본인은 겟잇뷰티에서 이 제품이 리무버 중 1위를 한 걸 보고 구매해서 잘 썼음. 다만 눈에 들어가면 좀 따가움.
산토리늬,397,지성,23,5,순하다. 잘지워진다. 원플원 자주한다.
민경구름이,35,중성,24,3,"무난무난하게 쓴거같아요!! 
친구의추천으로 사용하게되었는데 순해서 괜찮은거같습니다~ 가격대비도 괜찮구요!!"
밥느,121,복합성,22,5,유명한 리무버 다 써봤는데 뽀오얀이 젤 좋아요 안지워지는게 없음!! 키스미도 다 지우는데 에뛰드 컬픽스는 힘들어욤
가왜,46,복합성,26,5,"좋은데요??
키스미 마스카라도 잘지워지구 
눈에 들어가도 전혀 따갑지 않구 
그리고 세일도 자주해요 
1+1할때 쟁여두면 좋을거 같아요"
daughterS2,52,중성,20,4,잘 흔들어서 화장 지우면 잘 지워져융 3통째 쓰구있어영
쥬듕,74,복합성,25,4,"정말 무난무난 템이다!
이정도면 잘지워지는 편이구 눈시림도 없구 
그냥 세일할때 쟁여놓고 쓰기 좋은 템!"
김하이,98,지성,22,4,"리무버를 다 썼는데 평소에 쓰던거 사러 어퓨 매장까지 가기엔 너무 늦었고 인터넷 주문하자니 배송되는 시간이 있어서 그냥 집 앞 아리따움 가서 사옴. 마침 1+1하기도 했고, 친구의 추천으로 사봤는데 지워지긴 진짜 부드럽게 잘 지워짐! 눈가에 자극없이 잘 지워지는데 눈에 들어가면 눈시림이 좀 있음. 이게 흰색 마개로 막혀있는데, 립앤아이 리무버에서 마개를 처음봐서 끼워놓고 쓰는건줄 알았음ㅋㅋㅋㅋㅋㅋㅋ

세정력은 진짜진짜 좋은데(아이프라이머+삐아 아이라이너+리퀴드 아이라이너+펄땡이 큰 글리터+키스미 마스카라를 완벽히 지워냄!눈 안쪽에 들어간 펄들은 면봉에 묻혀서 살살 닦아주면 잘 떨어져 나옴)눈에 들어가면 눈시림이 좀 있어서....쓰다보면 익숙해질것같긴 하지만."
yuna4369,42,복합성,18,5,눈에 들어가면 좀 뿌연 느낌이 있어요 시린 느낌이 전혀 없던 저의 정착템!
아기오렌지,143,지성,22,4,"세정력은 좋은편인데 순하지는 않은거같다
따가움"
루루집,20,지성,22,4,지금까지 써본 리무버중에 제일 잘 지워집니다. 다만 쓰고나면 눈이 좀 아프여 ㅠㅠㅠ
코더쿡,196,민감성,24,3,잘지워지는데 눈에들어가면 뿌얘용
doop,148,복합성,35,3,눈시림 없는 리무버는 정녕 없는 겁니까.. 화장솜에 묻힐 때 양을 많이 하면 더 많이 들어가니 더 시리고 적게 하면 자극적이니 계륵같은 존재임. 다른 것들보다 좀 더 부드럽게 지워지긴 함.
내일은해적왕,60,지성,23,1,"뽀오얀 눈 안따갑다고 한 친구 조용히 옥상으로 따라와






*인생템: 폰즈 클리어 훼이스 스파 립앤아이 메이크업리무버 ㄹㅇ 진짜개강추입니다 꼭써보세요b 순하고 안따가운데 세정력까지 지려버렸슴다 키스미도 지워져요 크으,,게다가 세일할때 사면 을매나 저렴하게요?"
태권브이V,47,민감성,19,4,"자극없이 순하게 잘지워짐!
용량도 대용량"
김나무,84,민감성,24,3,"눈은 잘지워짐 근데 틴트 같은 착색은 지워지기 힘듬
눈에 들어가니 약간 시큰 거림 그냥 그저그럼"
슈슈크림,362,지성,24,5,"와 이거 좋다.... 오일인데 기름진 느낌 1도 없어요
따갑지도 않고 다음엔 대용량 사야지"
샤샤ss,9,복합성,27,3,"눈은 잘 지워지는데 립은 잘 안 지워져요
그리고 눈에 들어가면 겁나 따갑.."
둘리언니공실,230,건성,26,5,진짜 잘지워저요.. 눈에들어가도 따갑지않고 순해요ㅎㅎ
지니지니야,41,지성,23,4,이거이거 가격대비.좋아요
연여사,48,건성,17,3,눈이 좀 시리고 기름지다 눈은그래도그나마지워지는데 입술은잘안지워지고 입술에 각질이너무생긴다
00년생,44,지성,19,3,딱히 특별한 장점이 있다는 생각은 안들었어요 적당히 잘 지워지는거같아서 나름 괜찮은데 다만 눈에 들어가면 엄청 아파요ㅠ
limly,46,복합성,23,4,일단 바를때 오일리하고 부드러워서 좋아요ㅎㅎ 키스미마스카라가 지워지는걸 보면 세정력도 좋고! 무엇보다 눈에 들어가도 많이 따갑지 않는게 제일 좋음 ㅎㅎ
지민이뽀뽀,48,중성,15,3,눈시림 잇어요 ㅠㅠㅠ 저는 세안 후에 마스카라 제거에 사용하는데 좀 시려요
김나찌,55,복합성,25,4,순한편 인데 세정력도 좋음 세일할때 3500원주고사서그런지 가성비최고이고 좋다고 입소문이 왜난지 알것같음 따로 향은 많이 안나는 것 같고 깔끔하니 괜찮음! 화장솜에 덜어서 쓰고 양 적당히하면 눈에도 안들어가고 괜찮음
애플수,24,복합성,29,5,"이거쓰고 다른거 안써요!
순한데 잘지워지고 ㅋㅋ
가격이 다른 로드샵에비해서는 비싸지만
부담스럽진 않아서 ㅎㅎ
저는 여기에 누웠습니다^^"
뎌로미야,87,지성,23,4,"맨날 할인하거나 원플원하면 품절인상품..
빨리가서 사야해여퓨ㅠㅠㅠ
좋아요 잘지워지고 눈에들어가도 아프지않고 향도 무난해서 계속 쓰는중이예요!

근데 눈에 조금들어가면 뿌얘용ㅎ"
리솔,42,지성,25,4,그냥저냥 쓸만해요. 눈시림은 없긴 한데 개인적으로 그렇게 순한 느낌은 아니었어요. 재구매의사는 없어요
쪼꼬니,66,민감성,30,3,눈시림도없고 세정력도 좋은 듯!
벌꿀나이차,34,복합성,22,4,이거만 쭈욱 쓰고 있습니다. 저한텐 개인적으로 순하고 매우 잘지워졌어요. 엄마도 같이 쓰시는데 만족하십니다. 앞으로도 잘 쓸것같아요.
초록반딧불이,95,건성,30,5,"제가 써본 아이리무버중에 최강자!!! ㅎㅎ
눈따갑지 않고 부드러우며 세정력또한 최고
강추합니다"
병아리콩콩콩,31,건성,22,3,행사 마니해서 싸긴 한데... 머 글케 압도적으로 조은건 없어요ㅠ 지울때 오일층이 너무... 느껴집니당.... 세정력도 나쁘지않은정도 쏘쏘해여
다영eee,21,지성,24,3,한번에 잘 지워지는편은 아닌거 같아요 두 번 정도 닦아주시고 오일로 지워야지 깨끗하게 지워지는거 같아요 그래도 저렴하게 잘 구입해서 오래 쓸 거 같습니다 세정력이 강한상품은 아니라서 진한화장일때에는 다른 제품이랑 같이 써주는걸 추천드려요
다로다로,54,복합성,34,5,"양 많고 싸고 잘 지워짐.
눈 따갑다는 의견도 많은데 사바사인지 난 괜찮았음."
lues,174,지성,22,2,눈시리고 기름지고 잘 지워지지도 않고... 별로ㅠ
꾸꾸모,173,건성,26,2,눈따갑고 그닥 잘 지워지는지도 모르겠음..
벚꽃핀홈런볼,4,복합성,19,4,"화장을 씻고 휴대폰 만지다 잘 생각에 설레어서 리무버 잔뜩 뭍힌 솜으로 내 눈을 지그시가 아닌 꾸욱 눌렀다가는 눈을 뜨지 못하고 더듬거리며 깨끗한 솜으로 다시 눈을 한번 더 닦아야하는 짓이 생길 수 있음. 걍 한마디로 따가움. 하지만 그 따가움 마저 이겨낼 수 있게, 지워지는 건 허벌나게 잘 지워져서 내 생얼을 강제로 환하게 보여주는 이 리무버를 원망하고 싶어짐. 작은 통을 사면 은근 용량이 괜찮을까 하지만 모자람. 그렇다고 큰 통을 사기에는 좀 용량이 많아서 애매하기도 함. 그래서 원 플러스 원할때 작은 용량을  하나 사서 하나 더 받는 것을 추천함. 그리고 참고로 마스카라도 잘 지워져서 괜춘.
진짜 이건 필수 필수 필수 필독인데, 제발 잘 흔들어서 쓰기를 바람. 내가 이걸 좋은데도 다시 안 쓰는 이유가 가만히 나두면 기름같은 성분이 떠오르는데 그것과 밑에 유액을 잘 섞어야함. 귀찮음, 그것도 매우. 사실 내가 이걸 잘 못 섞는 건지 아니면 그냥 원래 그런지는 몰라도 화장 닦고 나서 얼굴에 기름이 있는것이 닦을 때마다 기분이 좀 애매꼬로링함."
이탸,13,지성,24,5,"왠만하면 제품 안갈아타고 이 친구로 계속 갈것같아요!!
키스미 마스카라도 말끔히 지워집니다!!트러블도 없고 양도 넉넉해요"
건성건성이,287,건성,25,3,"-세정력 보통
아이라이너는 잘지워지나 마스카라는 듬성듬성 남아있음

-자극
눈이따갑지는않은데 눈앞이 뿌옇게보여서 뭔가모르게 찝찝함

-가성비
요즘워낙싸고잘나오니 가성비따지면 재구매는 잘..모르겠..."
ㅇㄹ-,88,건성,28,3,"세정력 보통
눈에 들어가면 좀 따가워요ㅜㅜ"
꾸끄,691,중성,25,2,"기대가 컸던 탓일까? 글픽에서 좋다는 리뷰를 보고 50프로 할인할때 대용량으로 사봤는데 생각보다 그렇게 눈에 부담이 안가는느낌은 아님 눈에 들어가면 생각보다 많이 아픔 세정력은 좋지만 립앤아이리무버 이정도는 다 하는거 아닌가싶고 지금 한 1/4 정도 썼는데 전에 쓰던 헤라 립앤아이리무버 재구매 미리 해옴ㅜㅜ

--------------------10/23수정
디렉터파이님 글 보니까 벤질알코올이 들어가 있다네요 눈이 따가운 이유는 그때문이라고ㅜㅜ
다들 잘쓰는데 저만 이상한건 아니었던것같아요"
대왕쫄보,92,건성,24,3,이걸루 화장지우고 바로 폼클렌징하는데 좀 미끌거리는 거 느낌이 좀 그런거 빼구.... 괜찮아요 용량이 많아서 오래 쓸거같은느낌이 들어요~
닉네임을결정못하겠다,22,건성,18,5,립&아이 리무버는 진짜 뽀오얀만 쓰는 1인  진짜 세일할때 쟁여놓고 쓸정도로 좋아요 지금까지 이 리무버만 썼어요  많은걸 안써봐서 그럴수도 있는데  진짜 쓸때 저는 자극없이 잘 지워졌어요👍👍
마크장,169,건성,19,3,진짜 잘지워지는데 눈에들어가면 따갑고 지우고나면 눈이 좀 뿌옇게 보여요
pinklipss,20,지성,18,4,이거 쓸때 흔들어서 쓰는데 ! 일단! 바를따 살짝 오일? 같은 느낌이 글어서 매끄럽고 피부 상할일은 없는것같아요 !! 부드러워서 추천! 리무버 역할도 돈독히해요
요하히,176,건성,26,1,이거 쓰면 눈주위가 뿌~~~~예저요 ㅋㅋㅋㅋ그래서 뽀오얀인가바요....
피치퍼프,36,중성,19,5,"세 통? 정도 쓴 것 같고 단점 X 제가 눈에 펄을 좀 많이 올리기도 하고 마스카라 픽서도 꼭꼭 발라주는 편이라 눈화장 지우는 게 조금 힘들 때가 있는데 얘 있으면 괜찮아요 ㅠㅠㅠ 눈에 들어가도 안 아프고 펄이나 마스카라도 말끔하게 잘 지워져요 진짜 넘 좋아요,,,, 원플원 꽤 보이던데 그 때 사면 꿀입니당 세일 때 금방 다 나가니까 얼른 챙겨두시는 게 좋아요,, 한 번만 써보세요,,,,,,,"
몽쉚,46,중성,20,4,"잘지워지는데 눈 완전 따가워요ㅠㅠㅠㅠㅠ
눈 민감하신분들 쓰지마셔요ㅠㅠㅠㅠㅠㅠㅠㅠ
진짜 따까워서 욕나오는디 잘지워져서...후..."
미림몬,22,복합성,27,5,이것만 무조건 쟁여놓고 써요! 잘 지워지고 이거 알고 몇 년째 이것만 써용!!
vivistar,378,민감성,35,3,눈 따가움 ㅠ 쓰면서 욕을 어찌나 했던지!!!
sweetyno1,53,복합성,35,5,무난하고 좋아요 눈도 안따갑고 세일할 때 대용량으로 사면 너무 좋아요!
방탄앓이,31,민감성,15,4,잘 지워져요요요요
나의세상,22,복합성,22,5,순하고 잘 지워진다 + 원쁠원행사 자주한다 = 사야한다
뿌우우뿌,76,지성,22,4,"깨끗하게 지워지구
눈에 들어가두 안아프더라구요!
1+1 이나 세일 자주 하니까 그때 쟁여놓구
쓰기 딱 좋아요!! 가성비 짱짱"
꼴꺼,65,지성,17,3,유분기가 너무 많아서 닦아내고나면 입술이 빤딱빤딱거리고 휴지나 아무것도 묻히지 않은 화장솜으로 한번 닦아내지 않으면 찝찝함이 아주.... 그리고 눈에 들어가면 진짜진짜 따가워요 그치만 세정력은 인정! 깨끗히 지워지기는 해요
Honey_B,63,복합성,21,5,"세정력이 좋아도 눈 아프면 안쓰게되는데 이건 워터프루프나 틴트도 잘지워지고 무엇보다 눈이 따갑거나 시리지않아서 너무 좋아요!! 세일할때마다 쟁여놓고 쓰고있네요 립,아이리무버는 거의 이걸로 정착한거 같아요"
j_88,62,복합성,31,5,"다른 제품의 리무버 사용할 때는 가끔 눈이 따가운데 이 제품은 그런거 전혀 없어서 자꾸 이 제품만 사용하게 되더라구요
뮤지컬배우들에게 유명한 제품이라고도 들었어요
그만큼 세정력 또한 어마어마하다는거겠죠~?
잘 지워지고 눈이 따갑지도 않도!!
리무버 중 제 기준에서는 이 제품이 최고!

>> 재구매 🤹🏻‍♀️🤹🏻‍♀️🤹🏻‍♀️🤹🏻‍♀️🤹🏻‍♀️"
시로찡,132,복합성,29,4,"1+1 행사할때사면 좋아용 
세정력도 나쁘지 않고 순한편인거같긴해요
개인적으로 피부가 예민해서인건지 가끔 눈주변이 화끈거리고 따가울때가 있긴해요 ㅜㅜ 제품 문제는 아니겠지만 .. 그래서 다 쓰면 다른제품 써보려고 함. 
가격대비 굿입니당"
mh9406,65,민감성,25,3,그냥 싼가격에 무난해요..ㅎ
뚱미니,52,건성,22,5,제가 써본것 중에 제일 눈에 들어가도 안따가워요 잘 지워지구요
홍지성,27,지성,26,5,얜 가격도 좋은데 순해서 눈에 들어가도 전혀 안 따가워요 ...! 좋아 ㅠㅠ 립앤아이 리무버 정착
곰녀,8,복합성,22,4,가격대를 생각하면 스킨푸드의 청포도 아이리무버나 어퓨의 미네랄 립앤아이도 참 잘 지워지는... 그래도 잘 지워 주니까 굿굿!
규형이사앙해,34,복합성,25,5,키스미 아이메이크업 제품들 다 이걸로 싹 잘 지워져요 깨끗하게~! 행사도 자주해서 다 쓸 때마다 사서 사용해요. 립앤아이 리무버는 이걸로 거의 정착한 듯!
윤수미,57,중성,21,4,이제품도 워터프루프 마스카라도 말끔히 닦여요 가끔 눈이 살짝 따가운 느낌이 있긴한데 진짜 세정력은 최고인것 같아요! 순한편인것같아요
시니비,45,중성,20,5,순하고 잘지워져요! 이거 쓰다 웨이크메이크 원플원하길래 썻는데 눈이 너무 아픔 ㅠㅠ 세정력도 차이없는데.. 제가 썼던 리무버중 탑
웅니,25,건성,27,5,완전 좋음!!!!
문채원사마,271,복합성,19,5,"장점
•워터프루프도 정말 무난하게 잘지워진다
•순해서 눈이 아프지않다
•50% 세일할때 사면 개꿀이다
•단점이 없다"
koyou,36,복합성,16,4,좋아요세일할때사면좋을꺼같아요
jiyun1269,130,복합성,20,5,더페의 미*수랑 헷갈려서 사봤는데 미*수보다 훨씬좋았어요 엄청순하고요 잘 안지워지는 마스카라도 2번정도하면 깔끔하게 지워져요! 지우면서 눈에 자주들어갔는데도 별로 아프지않았어요 원플원할때마다 쟁이는 얘랍니다 ㅜㅜㅜ 항상쓰고있어용!
s연,29,중성,18,5,순하고 잘지워져요ㅠㅠ눈도 안따갑고 넘 좋습니다 이거 1+1도 자주해서 사두면 좋아욤
오리쥬브,71,지성,20,5,"세일할때 데려온 제품!
일단 세정력이 너무 좋아요 제가 키스미마스카라를 쓰는데 키스미도 잘지워짐!!! 
가격도 착한편인데 양도 푸짐함!!"
mj0934,48,복합성,20,5,"왜 품절이 잘 되는지 써보면 알게 되는 제품
꼼꼼한 마스카라부터 진한 틴트까지 전부 잘 지워내져서 클렌징이 쉬워지는 제품
세일기간에 사두면 정말 든든합니다"
몽룡맘,42,건성,21,5,"인생탬!! 제 입문 리무버인데 계속 쓰고 있어요! 그렇지만 이번에 전국적 품절 돼서 다른 걸 쓰고 있긴 합니다 ㅜㅜ 다시 입고 되면 바로 질러야죠🙂.
일단 세정력 우수합니다. 키스미 마스카라도 흔적 없이 사라지고요, 눈이 따갑거나 한적은 특별히 없던 것 같네요! 디자인도 예쁘고 나쁜 점이라곤 찾아볼 구 없는 제품이네요❣️"
녤바라기,11,지성,17,3,"세정력은 아주 좋아요
하지만 개인적으로 향 때문에 사용하기가 꺼려져요.."
유종기,66,지성,26,5,"순하고 잘 지워집니닷
키스미 워터프루프 마스카라 사용하는데
다른 제품으로 클렌징하면 계속 남아있는네
이건 완전 깨끗하게 잘 지워져서 좋아여😍"
todrh,5,지성,25,5,디게 디게 잘 지워져요!키스미 마스카라 다른 리무버로는 택도 없는데 이거 쓰면 슉 녹습니다. 느낌도 가벼운 느낌이에용
트롤대장,29,지성,20,2,클렌징이 잘되는지도 모르겠고 순해 보이는 이미지에 샀는데 생각보다 순하지도 않다 빨리 다쓰고 어퓨로 갈아타야지
jrabbit,93,민감성,27,4,"살짝 눈에 자극이 있긴하지만
따갑진 않아요! 세정력도 우수하고 꾸준히 잘 쓰고있어요! 3통째니 믿고 써보셔도 되요>_<
오일리한 느낌도 강한편!"
민주킴,74,복합성,17,5,처음엔눈에들어가면좀따가웟는데지금은그런느낌이하나도없어요마침지금세일하길래몇통쟁여오는중키스미마스카라도짱질지워짐!!
복순점례,96,복합성,29,4,"이거 두통째 쓰고있는데 전 되게 좋았어요 자극도 크게 안느껴지고, 깨끗하게 잘 녹아서 닦이는게 제일 좋아요!"
갱갱이a,44,지성,25,2,"클렌징력은 좋은데 
지우고나면 좀 번들번들거리는 잔감이 있어요
물론 립앤아이 리무버라 오일리 하겠지만 
써 본 다른 제품보다 깔끔하지 않았어요"
유나다앙,3,중성,24,4,"겟잇뷰티 블라인드테스트 1위할만한듯
진짜 잘지워지고 자극도 심하지않아서 너무좋습니다
세일할때 쟁여놔여 ㅎㅎ"
aa01,28,복합성,25,3,"처음에 썼을 때는 진짜 너무 따가웠어요 그래도 몇번 쓰니 적응이 됐는지 따갑지 않더라고요 
잘 지워지긴 진짜 잘 지워져요!!!"
햬깡,155,복합성,22,5,리무버의 강자라고 할까나.. 이거는 화장솜에 많이 묻혀서 눈에 비벼도 안따갑고 말끔하게 지워져서 4년째 사용중입니다~
으오으아이,31,지성,26,5,"성분 착하고 잘지워지고 눈에 들어가면 좀 뿌옇게 되긴하는데 아프지않음

가격도 착하고 일단 성분이 진짜... 굳...

대용량이라 어쩔땐 이걸로 얼굴 다 지우고 폼클렌징하는데 진짜 말끔하게 지워짐"
조하은,94,복합성,26,5,"나는 리무버 거의항상 이것만 씀!!
마스카라나 아이라인까지 그리게되면 좀 여러번 쓰게되지만 거의 아이셰도우만 쓰는 나로썬 
충분히 잘 지워지는듯
무엇보다 용량이 커서 원플원할때 쟁이면 넘나 좋았던것"
미리웅,382,중성,28,3,"그냥저냥..
워터프루프마스카라 지울때 여러번 면봉으로 더 문질러야한다는거"
zzoey,66,복합성,24,4,"1+1 할때 친구랑 하나씩 샀는데 용량이 굉장히 많다 
그리고 눈이 따갑지도 않고 잘 지워져서 굉장히 만족하는 템이다!"
사막장미,229,복합성,25,1,"눈에닿았을때 빨개질정도로 엄청 따갑고, 여태껏 써본 립앤아이중 제일 안지워져요. 입술도 따가움은물론 각질 하얗게 다일어나구요. 
거의 무슨 손톱지우는 아세톤을 눈에 갖다댄것같았어요
게다가 클렌징티슈보다도 못한 아이메이크업세정력.. 눈주변검게착색시킬거면 따갑긴왜따가운건지
이거옛날에블로그에추천이많아서사봤다가
안쓰고 버렸어요.
소모품이라 왠만하면 쓰겠는데 이건 진짜 최악"
복숭아젤리,203,복합성,23,3,"마스카라가 잘 안지워지고
눈에 들어가면 너무 따가워요ㅜ"
눈호강,13,건성,23,4,슥 하면 슥 잘지워져요 ! 정말 잘지워져서 신기할정도로 잘지워져용 ! 그리고 원쁠원할때 샀는데 양도 많고 개이득 봤어욤
hyunjuuu,75,지성,29,2,"한 세통 잘 쓰다가
어느순간부터 눈이 너무 따가워서 ㅠㅠ"
지헤의,87,민감성,25,5,그냥 지나가다 세일할때 늘 사서 계속 쓰는 것 같아요! 단점이 없고 리무버에 딱히 큰 장점을 바랄 필요는 없으니 잘 지워지고 가격도 합리적인 점이 좋아서 계속 쓰게 되요!
보고싶지현,24,지성,16,5,"눈도 안 시리게 지워지고, 부드럽게 잘 지워져요 !"
박지선,51,복합성,24,5,순하고 잘지워져요! 1+1할때 사면 진짜 짱!!
딸기맛사탕,82,복합성,25,5,몇 통째 사용하고 있는지도 기억 안날 정도로 많이 샀어요~~~~순하고 자극이 적어서 무난하게 늘 사용하고 있습니다ㅎㅎ가끔 할인할때 사면 50% 나 싸게 살수 있어서 진짜 가성비 짱입니다😍
동동이!,110,민감성,19,1,알레르기 올라오고 눈에 들어가면 따갑고 세정력도 그냥 그런거 같음 최악💔
luckysm,55,복합성,20,5,"짱좋아요 
키스미 마스카라 페리페라 마스카라 둘다 아주 잘지워져요 그냥 짱입니다"
빠샤빠,43,지성,22,5,"진짜 리무버인생템임
1+1꼭 쟁김"
워니는기요마,77,건성,18,4,"세일하길래 그냥 생각없이 샀는데 의외의 꿀템
키스미 롱앤컬 쓰는데 두번이면 싹 지워지고 웬만한 것도 다 지워지는듯 민감성인데 자극적이지도 않고 눈 시림도 없고 나한테는 립앤아이 리무버 일등이다"
하구름씨,145,복합성,18,4,"내 첫 립앤아이였다 이거 진짜 괜찮았음 세정력도 그렇고 일단 정말 좋았던 것은 눈에 들어가도 별로 안따가웠던것...

처음 립앤아이를 사용할 때라 이거 쓸 당시엔 몰랐는데 눈에 들어갔을 때 따가운 제품 참 많더라고..

가격이 뭔가 제 값으로 사기 아까운 느낌이라 세일하면 꼭 다시 사고싶은 제품"
hannnah,205,복합성,24,5,한때 많이쓰던제품ㅎㅎㅎ오십퍼 세일때마다 쟁여서 다섯통은 쓴듯하네요
